281.242,182.145;288.139,176.147;297.43,174.007;306.592,174.438;315.93,176.185;339.253,178.347;346.827,177.384;354.291,177.672;361.648,179.712;366.621,185.679;326.149,192.96;326.611,199.424;327.136,205.923;327.637,211.98;316.318,224.748;320.707,225.895;325.969,226.731;329.961,226.35;333.918,225.436;288.212,192.174;294.373,186.666;302.76,186.451;308.682,192.685;302.136,196.013;294.52,196.181;339.877,196.448;345.295,191.265;353.545,191.336;359.388,197.733;352.821,201.315;345.594,200.694;304.563,246.742;311.212,241.383;318.206,237.888;325.401,239.325;331.619,238.831;336.84,243.015;341.019,248.844;336.31,253.273;330.603,255.854;324.075,256.617;316.75,254.591;310.112,251.191;317.666,244.09;324.894,245.284;331.191,245.211;331.053,247.534;324.24,248.345;316.767,246.531;
281.303,181.869;288.598,176.087;298.21,174.104;307.437,174.655;316.968,176.378;339.66,178.855;347.373,177.967;354.778,178.327;362.105,180.173;367.152,185.788;326.976,192.746;327.417,199.459;327.922,206.03;328.585,212.307;316.645,225.351;321.291,226.212;326.692,227.2;330.766,226.842;334.749,225.963;288.698,192.337;294.972,186.485;303.434,186.519;309.415,193.089;302.598,195.928;295.081,196.101;340.34,197.038;345.858,191.567;354.216,191.853;360.242,198.442;353.545,201.653;346.238,200.949;304.124,246.628;311.279,241.472;318.555,238.315;326.111,239.405;332.393,239.158;337.872,243.249;341.879,249.419;336.862,253.32;331.139,255.688;324.513,256.45;316.878,254.514;310,251.152;318.184,244.113;325.85,245.385;331.96,245.329;331.489,247.476;324.711,248.257;316.887,246.606;
281.855,182.306;288.851,176.438;298.5,174.436;307.651,174.687;317.218,176.576;340.981,179.47;348.392,178.554;355.584,179.013;362.649,181.043;367.515,186.778;328.037,193.756;328.521,200.198;329.062,206.395;329.747,212.19;317.701,226.322;322.224,227;327.45,227.768;331.499,227.474;335.327,226.589;289.042,192.682;295.42,186.94;304.22,186.913;310.332,193.679;303.3,196.7;295.464,196.777;340.392,197.795;345.771,192.187;354.18,192.497;360.396,198.85;353.757,202.504;346.4,201.745;305.436,247.207;312.223,241.922;319.406,238.647;326.962,239.771;333.264,239.753;338.57,244.13;342.668,250.247;337.613,254.378;331.987,256.698;325.435,257.232;317.836,255.312;311.127,251.949;318.899,244.697;326.676,246.139;333.053,246.166;332.599,248.36;325.565,249.213;317.725,247.367;
282.271,182.143;289.583,176.397;299.138,174.32;308.483,174.698;318.325,176.354;341.061,179.05;348.526,178.382;355.832,179.082;362.969,181.079;368.092,186.662;328.555,193.293;329.205,199.77;329.837,205.953;330.582,211.903;318.754,226.403;323.076,226.949;328.018,227.577;331.755,227.368;335.636,226.7;290.119,192.691;296.532,186.979;304.973,187.008;310.69,193.636;303.829,196.585;296.373,196.712;341.089,197.237;346.673,191.867;354.922,192.487;360.85,198.951;354.173,202.123;346.875,201.307;305.335,247.378;312.236,241.651;319.717,238.39;327.329,240.097;333.659,239.619;339.262,243.719;343.119,250.202;337.954,254.019;332.126,256.005;325.651,256.67;318.137,254.744;311.24,251.792;319.194,244.484;326.913,245.861;333.061,245.808;332.685,247.594;325.992,248.37;318.141,246.909;
282.276,182.165;289.845,176.563;299.568,174.503;308.981,174.949;318.645,176.721;341.833,179.507;349.537,178.769;357.047,179.489;364.242,181.683;369.134,187.696;328.752,193.871;329.345,200.311;329.943,206.46;330.618,212.33;318.308,226.103;322.881,227.092;328.102,227.98;332.268,227.834;336.408,226.939;289.862,193.187;296.371,187.247;304.962,187.3;311.244,193.676;303.997,196.413;296.426,196.583;340.886,197.782;346.485,192.698;354.973,193.029;361.02,199.457;354.214,202.394;346.807,201.554;305.843,247.179;312.814,241.818;320.154,238.315;328.013,239.67;334.458,239.584;339.998,243.731;343.934,249.691;338.828,253.942;332.898,256.222;326.147,256.737;318.618,254.76;311.776,251.561;319.758,244.506;327.675,245.674;334.225,245.844;333.584,247.786;326.468,248.665;318.706,246.914;
282.631,182.15;289.98,176.451;299.439,174.431;308.642,174.735;318.159,176.454;342.148,179.334;349.722,178.69;356.889,179.396;363.824,181.447;368.746,187.301;328.545,193.079;329.272,199.949;330.049,206.525;330.894,212.799;318.741,226.09;323.31,227.042;328.407,227.907;332.54,227.798;336.563,227.008;289.772,193.208;296.018,187.242;304.667,187.131;310.809,193.734;303.715,196.442;296.228,196.554;341.124,197.636;346.676,192.644;355.05,192.897;361.063,199.211;354.366,202.338;346.974,201.458;306.035,247.169;312.951,241.709;320.408,238.404;328.144,239.543;334.535,239.781;339.893,243.906;343.766,249.704;338.843,253.839;332.987,256.22;326.235,256.792;318.659,254.674;311.993,251.351;319.807,244.62;327.738,245.809;334.398,245.885;333.833,247.877;326.576,248.554;318.637,246.92;
282.767,181.857;290.17,176.099;299.698,174.123;308.973,174.569;318.492,176.453;341.985,179.427;349.35,178.683;356.478,179.078;363.532,180.774;368.625,186.202;328.777,193.225;329.434,199.978;330.126,206.436;330.908,212.488;318.706,226.29;323.187,227.183;328.402,228.041;332.504,227.925;336.489,227.023;290.543,192.899;296.741,187.078;305.317,187.002;311.315,193.473;304.192,196.58;296.77,196.724;341.189,197.469;346.809,192.519;355.216,192.688;361.21,198.711;354.583,202.396;347.09,201.552;306.182,247.453;312.982,241.936;320.375,238.646;327.991,240.12;334.376,239.858;339.959,243.806;343.886,249.706;338.997,253.794;333.101,256.309;326.364,256.87;318.852,254.987;312.06,251.689;319.9,244.918;327.553,245.805;334.045,246.156;333.774,247.901;326.701,248.608;318.92,247.169;
282.86,182.885;290.099,176.859;299.648,174.589;308.97,174.763;318.561,176.286;341.424,179.564;349.177,178.718;356.635,179.37;363.992,181.436;369.385,187.294;328.888,193.027;329.517,199.852;330.216,206.486;330.889,212.908;318.493,226.23;323.311,227.319;328.81,228.162;333.031,227.885;337.121,226.973;290.383,193.036;296.729,187.254;305.423,187.079;311.603,193.432;304.567,196.579;296.872,196.822;341.578,197.577;347.167,192.412;355.811,192.518;361.958,198.729;355.209,202.367;347.571,201.638;306.456,247.647;313.061,241.916;320.482,238.395;328.147,239.848;334.563,239.505;340.074,243.642;344.207,249.941;339.068,253.99;333.063,256.437;326.261,257.126;318.933,255.203;312.244,251.949;319.848,244.66;327.481,245.823;334.344,246.078;333.898,248.188;326.614,249.072;318.936,247.512;
282.591,182.821;289.846,176.851;299.279,174.503;308.618,174.732;318.276,176.525;341.496,179.836;349.144,178.747;356.575,179.36;363.85,181.3;369.104,187.013;328.969,193.416;329.664,199.994;330.285,206.445;330.932,212.541;318.923,226.23;323.468,227.043;328.685,227.735;332.761,227.584;336.733,226.864;290.154,193.3;296.45,187.305;305.162,187.08;311.411,193.579;304.49,196.632;296.799,196.957;341.519,197.539;347.155,192.414;355.72,192.634;361.704,199.244;355.144,202.363;347.639,201.459;305.742,247.298;312.879,241.909;320.325,238.656;328.067,239.838;334.376,239.725;339.687,243.707;343.968,249.613;338.864,253.457;332.997,255.731;326.314,256.317;318.774,254.336;311.81,251.247;319.714,244.541;327.587,245.565;334.015,245.792;333.764,247.762;326.732,248.567;318.674,247.063;
283.194,183.165;290.224,176.854;299.822,174.591;309.115,174.915;318.572,176.752;341.502,179.629;349.011,178.603;356.386,179.151;363.716,181.013;369.117,186.744;329.046,192.78;329.797,199.463;330.579,206.04;331.402,212.27;319.292,225.952;323.986,226.717;329.18,227.321;333.192,227.08;337.109,226.28;290.474,193.01;296.891,187.352;305.627,187.36;311.552,193.704;304.632,196.672;297.002,196.921;341.783,197.323;347.453,192.24;355.907,192.324;361.94,198.642;355.326,201.924;347.877,201.18;306.717,247.486;313.708,242.019;321.045,238.535;328.55,239.94;334.651,239.54;339.897,243.571;343.665,249.558;338.642,253.245;333.012,255.628;326.558,256.414;319.249,254.497;312.582,251.297;319.953,244.395;327.86,245.525;334.281,245.689;333.988,247.605;327.014,248.631;319.033,246.881;
283.07,182.802;289.986,176.849;299.522,174.6;308.769,174.695;318.218,176.403;342.607,179.24;349.971,178.641;357.181,179.166;364.219,181.208;369.27,186.77;329.247,193.008;329.814,199.832;330.347,206.57;330.952,212.939;319.499,225.966;323.905,226.489;328.924,227.186;332.949,227.077;336.949,226.467;291.14,193.116;297.195,187.27;305.854,187.049;311.703,193.631;304.74,196.476;297.235,196.718;341.916,197.391;347.688,192.256;356.104,192.592;362.085,199.181;355.271,202.253;347.907,201.234;306.905,246.745;313.888,241.557;321.108,238.39;328.568,239.777;334.734,239.67;339.981,243.614;343.855,249.489;338.853,252.972;333.299,255.319;326.959,256.027;319.561,254.126;312.916,250.786;320.374,244.181;328.152,245.599;334.695,245.761;334.493,247.468;327.337,248.377;319.402,246.456;
283.717,182.801;290.795,176.919;300.251,174.899;309.423,175.167;319.015,176.851;342.427,179.847;349.829,179.061;357.074,179.607;364.306,181.302;369.948,186.729;329.561,193.64;330.036,200.119;330.533,206.418;331.128,212.394;319.495,226.598;323.958,227.222;329.073,227.995;333.231,227.805;337.324,227.268;291.198,193.417;297.639,187.622;306.415,187.518;312.474,194.036;305.518,197.084;297.642,197.258;342.249,197.687;348.122,192.774;356.639,193.189;362.708,199.558;355.862,202.737;348.284,201.774;306.774,247.635;313.466,242.291;320.84,238.879;328.525,240.158;334.842,240.069;340.212,244.32;344.565,250.244;339.27,253.794;333.518,256.044;327.083,256.836;319.533,254.907;312.767,251.665;320.421,244.878;328.256,246.023;334.923,246.341;334.653,248.154;327.359,248.973;319.395,247.233;
284.026,182.423;291.515,176.838;301.207,174.833;310.617,175.125;320.271,177.062;342.494,180.164;349.843,179.366;357.226,179.891;364.612,181.691;369.975,187.276;330.123,194.234;330.379,200.561;330.664,206.619;331.192,212.364;319.588,226.564;324.184,227.519;329.219,228.39;333.266,228.164;337.22,227.417;292.08,193.145;298.411,187.457;306.894,187.36;312.612,194.011;305.786,197.086;298.312,197.166;342.726,197.871;348.385,192.578;356.859,193.11;362.75,199.815;356.063,203.032;348.642,202.14;307.114,247.575;314.224,242.482;321.471,238.742;328.845,240.153;335.129,239.94;340.4,244.473;344.168,250.416;339.305,254.328;333.521,256.931;327.145,257.527;319.811,255.255;313.159,251.608;320.956,244.753;328.515,246.167;334.569,246.453;334.03,248.432;327.367,248.857;319.785,246.986;
284.068,182.743;291.353,176.905;301.2,175.037;310.591,175.398;320.186,177.163;342.39,180.443;349.981,179.701;357.43,180.258;364.849,182.001;370.172,187.478;330.233,194.188;330.728,200.864;331.289,207.261;331.946,213.349;319.434,226.876;324.221,227.686;329.473,228.465;333.479,228.374;337.339,227.701;292.09,193.302;298.351,187.598;306.799,187.676;312.565,194.243;305.648,197.028;298.254,197.069;342.839,198.043;348.344,192.945;356.453,193.51;362.241,199.995;355.681,203.111;348.565,202.261;307.085,247.51;314.077,242.362;321.418,239.025;328.734,240.718;335.038,240.324;340.396,244.445;344.301,250.523;339.219,254.371;333.643,256.909;327.266,257.599;319.878,255.434;313.225,251.906;320.717,245.032;328.478,246.665;334.694,246.742;334.358,248.304;327.683,248.983;319.758,247.04;
284.427,182.552;291.728,177.083;301.273,175.504;310.332,176.099;319.729,178.11;341.921,180.943;349.291,180.157;356.475,180.609;363.59,181.909;368.975,187.091;329.926,195.027;330.468,201.48;331.058,207.799;331.591,213.651;319.584,226.814;324.003,227.644;329.021,228.53;333.171,228.532;337.144,227.969;291.939,192.976;298.172,187.563;306.645,187.719;312.55,194.429;305.54,197.335;297.857,197.232;342.619,198.292;348.226,193.21;356.59,193.393;362.5,200.006;355.889,203.313;348.436,202.51;307.01,247.672;313.84,242.655;320.954,239.429;328.239,240.722;334.582,240.631;339.955,244.503;343.835,250.221;338.918,254.015;333.333,256.457;326.883,257.104;319.542,255.097;313.002,251.841;320.031,245.493;328.066,246.724;334.58,246.786;334.42,248.538;327.285,249.315;319.13,247.411;
